,ComunaOrigen,ComunaDestino,tramo_dist,vehiculo_paciente,day_period,rango_edad,genero,peso,pesoSabado,pesoDomingo
3630,La Pintana,Independencia,"(17.424, 19.306]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,F,0.0,0.0,0.0
3631,La Pintana,Independencia,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,0.0,0.0,0.0
3632,La Pintana,Independencia,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,F,0.0,0.0,0.0
3633,La Pintana,La Cisterna,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,25,F,0.0,0.0004377205159183575,0.0
3634,La Pintana,La Cisterna,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,30,M,0.0,0.00047010790835177866,0.0
3635,La Pintana,La Cisterna,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,35,M,0.0,0.0,0.0
3636,La Pintana,La Cisterna,"(3.354, 4.089]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,0.0,0.0,0.0
3637,La Pintana,La Cisterna,"(4.089, 5.191]",Bicicleta/Scooter,morning_peak,45,M,4.067416014519324e-05,0.0,0.0
3638,La Pintana,La Cisterna,"(4.089, 5.191]",Bicicleta/Scooter,morning_peak,50,M,3.805087769206034e-05,0.0,0.0
3639,La Pintana,La Cisterna,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,F,0.0,0.0,0.0
3640,La Pintana,La Cisterna,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30,M,8.800512931295707e-05,0.0,0.0
3641,La Pintana,La Cisterna,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,0.0,0.0,0.0
3642,La Pintana,La Cisterna,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,M,0.0,0.0,0.0
3643,La Pintana,La Cisterna,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,M,0.00025142640116190487,0.0,0.0
3644,La Pintana,La Cisterna,"(5.191, 6.333]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,lunch,15,M,0.0,0.0,0.0
3645,La Pintana,La Cisterna,"(5.191, 6.333]",Taxi/Colectivo,morning_peak,50,F,1.5724069256548044e-05,0.0,0.0
3646,La Pintana,La Cisterna,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,lunch,30,F,3.3224340968381675e-05,0.0,0.0
3647,La Pintana,La Cisterna,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,15,F,0.0,0.0,0.0
3648,La Pintana,La Cisterna,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,15,M,3.158704230373042e-05,0.0,0.0
3649,La Pintana,La Cisterna,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30,F,3.3224340968381675e-05,0.0,0.0
3650,La Pintana,La Cisterna,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,M,4.2939185320020394e-05,0.0,0.0
3651,La Pintana,La Cisterna,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,F,2.3426043348916117e-05,0.0,0.0
3652,La Pintana,La Cisterna,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,M,0.0,0.0,0.0
3653,La Pintana,La Cisterna,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,35,F,0.0,0.0,0.0
3654,La Pintana,La Cisterna,"(6.333, 7.516]",Taxi/Colectivo,morning_peak,35,F,6.539992775942823e-05,0.0,0.0
3655,La Pintana,La Cisterna,"(6.333, 7.516]",Taxi/Colectivo,morning_peak,40,F,3.5589508346831346e-05,0.0,0.0
3656,La Pintana,La Cisterna,"(6.333, 7.516]",Taxi/Colectivo,morning_peak,45,M,3.870107213361913e-05,0.0,0.0
3657,La Pintana,La Cisterna,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,M,2.064030458816458e-05,0.0,0.0
3658,La Pintana,La Cisterna,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,M,0.00010701016290415994,0.0,0.0
3659,La Pintana,La Cisterna,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,45,F,0.0,0.0,0.0012742550071776827
3660,La Pintana,La Cisterna,"(9.335, 10.203]",Motocicleta,morning_peak,20,M,0.0,0.0,0.0
3661,La Pintana,La Cisterna,"(10.203, 11.147]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,4.122731710019288e-05,0.0,0.0
3662,La Pintana,La Florida,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,60,M,0.00014317547867894742,0.0,0.0
3663,La Pintana,La Florida,"(0.915, 2.192]",N/A,morning_peak,20,M,0.0,0.0,0.00028104616598328557
3664,La Pintana,La Florida,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,60,M,0.0,0.0,0.0
3665,La Pintana,La Florida,"(5.191, 6.333]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,0.00015913134775671957,0.0,0.0
3666,La Pintana,La Florida,"(5.191, 6.333]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,F,3.3224340968381675e-05,0.0,0.0
3667,La Pintana,La Florida,"(5.191, 6.333]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,25,M,6.712749122276621e-05,0.0,0.0
3668,La Pintana,La Florida,"(5.191, 6.333]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,45,M,2.5474151725286442e-05,0.0,0.0
3669,La Pintana,La Florida,"(5.191, 6.333]",Taxi/Colectivo,valley,25,F,0.0,0.0,0.0
3670,La Pintana,La Florida,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,F,5.564664234547544e-05,0.0,0.0
3671,La Pintana,La Florida,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,M,0.0,0.0,0.0
3672,La Pintana,La Florida,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,F,0.0,0.0,0.0
3673,La Pintana,La Florida,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,F,7.16978002551884e-05,0.0,0.0
3674,La Pintana,La Florida,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,lunch,55,F,0.00021964028313086278,0.0,0.0
3675,La Pintana,La Florida,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,F,0.0,0.0,0.0
3676,La Pintana,La Florida,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,1.1243169219608953e-05,0.0,0.0
3677,La Pintana,La Florida,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,M,0.00010415169345077342,0.0,0.0
3678,La Pintana,La Florida,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,F,4.295220396218027e-05,0.0,0.0
3679,La Pintana,La Florida,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,night,25,F,2.6041860882270764e-05,0.0,0.0
3680,La Pintana,La Florida,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,35,F,4.174326400412193e-05,0.0,0.0
3681,La Pintana,La Florida,"(7.516, 9.335]",Motocicleta,valley,50,M,0.0,0.0,0.0
3682,La Pintana,La Florida,"(9.335, 10.203]",Automóvil/Camioneta,morning_peak,50,M,0.0002413045387596811,0.0,0.0
3683,La Pintana,La Florida,"(9.335, 10.203]",Bicicleta/Scooter,valley,65,M,0.00010554170769827192,0.0,0.0
3684,La Pintana,La Florida,"(9.335, 10.203]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,M,0.0001861554665114451,0.0,0.0
3685,La Pintana,La Florida,"(10.203, 11.147]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,M,0.0,0.002277960164848137,0.0
3686,La Pintana,La Florida,"(11.147, 11.849]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,night,35,F,3.6775197625015595e-05,0.0,0.0
3687,La Pintana,La Florida,"(11.147, 11.849]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,50,M,0.00012412662124970227,0.0,0.0
3688,La Pintana,La Florida,"(11.849, 13.364]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,45,M,0.0,0.0,0.0
3689,La Pintana,La Florida,"(11.849, 13.364]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,M,0.0,0.0,0.0
3690,La Pintana,La Florida,"(13.364, 14.993]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55,F,4.326725986293172e-05,0.0,0.0
3691,La Pintana,La Granja,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,F,0.00010822496703903668,0.0,0.0
3692,La Pintana,La Granja,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,M,0.0,0.0018738474576377897,0.0
3693,La Pintana,La Granja,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,50,M,0.0,0.0,0.0
3694,La Pintana,La Granja,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,60,M,7.438002476251765e-05,0.0,0.0
3695,La Pintana,La Granja,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,0.0,0.0,0.0
3696,La Pintana,La Granja,"(2.192, 3.354]",N/A,morning_peak,45,F,3.471983044325807e-05,0.0,0.0
3697,La Pintana,La Granja,"(3.354, 4.089]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,0.0,0.0010476042792013469,0.0
3698,La Pintana,La Granja,"(3.354, 4.089]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,night,30,M,0.0,0.0007498821785601778,0.0
3699,La Pintana,La Granja,"(4.089, 5.191]",Automóvil/Camioneta,morning_peak,45,M,9.490196444842626e-05,0.0,0.0
3700,La Pintana,La Granja,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,M,4.717812688949376e-05,0.0,0.0
3701,La Pintana,La Granja,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,0.0,0.0006992608415635525,0.0
3702,La Pintana,La Granja,"(5.191, 6.333]",Motocicleta,night,60,M,0.0,0.0,0.0009163957379040402
3703,La Pintana,La Granja,"(6.333, 7.516]",Automóvil/Camioneta,morning_peak,30,M,0.0,0.0,0.0
3704,La Pintana,La Granja,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,2.8308673206593218e-05,0.0,0.0
3705,La Pintana,La Granja,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,M,3.99119963727297e-05,0.0,0.0
3706,La Pintana,La Granja,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,M,3.526596390977905e-05,0.0,0.0
3707,La Pintana,La Granja,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,M,0.0,0.0007498821785601778,0.0
3708,La Pintana,La Pintana,"(0.915, 2.192]",Automóvil/Camioneta,lunch,65,M,0.0003716280193428097,0.0,0.0
3709,La Pintana,La Pintana,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,35,F,6.736924111329655e-05,0.0,0.0
3710,La Pintana,La Pintana,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,45,F,0.000134126200859546,0.0,0.0
3711,La Pintana,La Pintana,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,50,M,9.953330764758147e-05,0.0,0.0
3712,La Pintana,La Pintana,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,65,M,0.000377589189354847,0.0,0.0
3713,La Pintana,La Pintana,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,30,M,0.0,0.0,0.0
3714,La Pintana,La Pintana,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,45,M,3.761384825756043e-05,0.0,0.0
3715,La Pintana,La Pintana,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,50,M,0.0,0.0,0.0
3716,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,55,M,4.257823064649556e-05,0.0,0.0
3717,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,lunch,45,F,3.6283531921807766e-05,0.0,0.0
3718,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,15,F,0.0,0.0,0.0
3719,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,F,4.641499632831495e-05,0.0,0.0
3720,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,M,0.0,0.00031831383094488096,0.0
3721,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,F,1.801950763668286e-05,0.0,0.0
3722,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,65,F,4.1679545494563005e-05,0.0,0.0
3723,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,20,F,6.535352557491053e-05,0.0,0.0
3724,La Pintana,La Pintana,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,65,F,2.9342943637893625e-05,0.0,0.0
3725,La Pintana,La Pintana,"(0.915, 2.192]",N/A,morning_peak,25,F,0.0,0.0,0.0
3726,La Pintana,La Pintana,"(0.915, 2.192]",N/A,morning_peak,40,F,0.0,0.0,0.0
3727,La Pintana,La Pintana,"(0.915, 2.192]",N/A,morning_peak,50,M,0.0,0.0,0.0
3728,La Pintana,La Pintana,"(0.915, 2.192]",N/A,valley,40,M,0.0,0.0011114033088833577,0.0
3729,La Pintana,La Pintana,"(0.915, 2.192]",Taxi/Colectivo,morning_peak,40,F,4.244202079525789e-05,0.0,0.0
3730,La Pintana,La Pintana,"(0.915, 2.192]",Taxi/Colectivo,morning_peak,70,M,0.0001516739875500123,0.0,0.0
3731,La Pintana,La Pintana,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,55,M,8.534938590626667e-05,0.0,0.0
3732,La Pintana,La Pintana,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,0.0,0.0,0.0
3733,La Pintana,La Pintana,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,F,0.0,0.0,0.0
3734,La Pintana,La Pintana,"(3.354, 4.089]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,0.0,0.0,0.005848252542327162
3735,La Pintana,La Pintana,"(3.354, 4.089]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,40,M,0.0,0.0,0.0
3736,La Pintana,La Pintana,"(3.354, 4.089]",Motocicleta,morning_peak,30,F,3.6775197625015595e-05,0.0,0.0
3737,La Pintana,La Pintana,"(3.354, 4.089]",N/A,valley,35,M,0.00018365270909152416,0.0,0.0
3738,La Pintana,La Pintana,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,2.0742152346978903e-05,0.0,0.0
3739,La Pintana,La Pintana,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,F,0.0,0.0,0.0
3740,La Pintana,La Pintana,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,M,3.383250840372003e-05,0.0,0.0
3741,La Pintana,La Pintana,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55,M,0.0001071915645483826,0.0,0.0
3742,La Pintana,La Pintana,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,65,M,0.0,0.0,0.0
3743,La Pintana,La Pintana,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,25,F,0.0,0.0,0.0
3744,La Pintana,La Pintana,"(5.191, 6.333]",Bicicleta/Scooter,night,55,M,0.00013946558878277315,0.0,0.0
3745,La Pintana,La Pintana,"(5.191, 6.333]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,0.00011007437754475214,0.0,0.0
3746,La Pintana,La Pintana,"(5.191, 6.333]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,F,7.177228464802255e-05,0.0,0.0
3747,La Pintana,La Pintana,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,F,0.0,0.0,0.0
3748,La Pintana,La Pintana,"(6.333, 7.516]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,70,M,2.813021873343071e-05,0.0,0.0
3749,La Pintana,La Reina,"(17.424, 19.306]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,0.0,0.0,0.0
3750,La Pintana,La Reina,"(19.306, 21.298]",Automóvil/Camioneta,morning_peak,45,F,0.00040966372118855614,0.0,0.0
3751,La Pintana,La Reina,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,F,1.7071388117098325e-05,0.0,0.0
3752,La Pintana,La Reina,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,1.6463265494757734e-05,0.0,0.0
3753,La Pintana,La Reina,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,F,5.564664234547544e-05,0.0,0.0
3754,La Pintana,La Reina,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,F,0.0001989296903643087,0.0,0.0
3755,La Pintana,La Reina,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,night,55,F,4.9811740048709015e-05,0.0,0.0
3756,La Pintana,La Reina,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,M,0.0,0.0,0.0
3757,La Pintana,La Reina,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,0.0,0.0,0.0
3758,La Pintana,La Reina,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,M,1.8948770389168243e-05,0.0,0.0
3759,La Pintana,La Reina,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55,F,2.9265048018389448e-05,0.0,0.0
3760,La Pintana,Las Condes,"(16.481, 17.424]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,50,F,5.626252080881541e-05,0.0,0.0
3761,La Pintana,Las Condes,"(17.424, 19.306]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,35,F,0.0,0.0,0.0
3762,La Pintana,Las Condes,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,F,6.267840129336984e-05,0.0,0.0
3763,La Pintana,Las Condes,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30,F,8.887098331385712e-05,0.0,0.0
3764,La Pintana,Las Condes,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30,M,5.0093732187487916e-05,0.0,0.0
3765,La Pintana,Las Condes,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,F,1.9525573516461837e-05,0.0,0.0
3766,La Pintana,Las Condes,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,M,3.3264747777691024e-05,0.0,0.0
3767,La Pintana,Las Condes,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,60,M,0.00017779006751297694,0.0,0.0
3768,La Pintana,Las Condes,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,70,F,0.0,0.0,0.0
3769,La Pintana,Las Condes,"(21.298, 23.366]",Automóvil/Camioneta,morning_peak,50,M,0.00010582344446648345,0.0,0.0
3770,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,F,0.0,0.0003826629881439809,0.0
3771,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30,M,0.0003002860977924017,0.0,0.0
3772,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,M,0.00014313640331679292,0.0,0.0
3773,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,F,0.0002448642580560281,0.0,0.0
3774,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,M,3.618976206869832e-05,0.0,0.0
3775,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,M,9.949137623266472e-05,0.0,0.0
3776,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,F,0.00022411809417390133,0.0,0.0
3777,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,M,9.949137623266472e-05,0.0,0.0
3778,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,60,F,4.5839266505303726e-05,0.0,0.0
3779,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,65,F,5.4336800483472343e-05,0.0,0.0
3780,La Pintana,Las Condes,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,65,M,6.304393385337482e-05,0.0,0.0
3781,La Pintana,Las Condes,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,lunch,40,M,1.739656671926566e-05,0.0,0.0
3782,La Pintana,Las Condes,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,F,0.0,0.0,0.00021329145453390306
3783,La Pintana,Las Condes,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,0.0,0.0,0.0
3784,La Pintana,Las Condes,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,F,0.0,0.0,0.0
3785,La Pintana,Las Condes,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,M,0.0,0.00031831383094488096,0.0
3786,La Pintana,Las Condes,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,M,4.005140676095552e-05,0.0,0.0
3787,La Pintana,Las Condes,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,60,M,7.358933123214917e-05,0.0,0.0
3788,La Pintana,Las Condes,"(23.366, 25.607]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,25,F,0.00012091638290512204,0.0,0.0
3789,La Pintana,Las Condes,"(25.607, 29.941]",Automóvil/Camioneta,morning_peak,55,M,0.0,0.0,0.001474511413079765
3790,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,F,1.9917972123865095e-05,0.0,0.0
3791,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20,M,0.0001396378791212739,0.0,0.0
3792,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,F,0.00011952728000422243,0.0,0.0
3793,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25,M,7.931848469703345e-05,0.0,0.0
3794,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30,M,7.931848469703345e-05,0.0,0.0
3795,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,F,3.599328209863027e-05,0.0,0.0
3796,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,F,7.710382889281106e-05,0.0,0.0
3797,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50,M,0.0,0.00041097661731158484,0.0
3798,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55,F,4.363697028487823e-05,0.0,0.0
3799,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,60,F,0.00016763504672949366,0.0,0.0
3800,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,60,M,0.0,0.0,0.0
3801,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,65,M,1.2286984464077453e-05,0.0,0.0
3802,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,25,F,5.201521898909898e-05,0.0,0.0
3803,La Pintana,Las Condes,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,30,M,6.866550734910361e-05,0.0,0.0
3804,La Pintana,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,60,M,6.503940503522428e-05,0.0,0.0
3805,La Pintana,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,15,M,0.0,0.0,0.0
3806,La Pintana,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30,M,0.0,0.0,0.0010650541168053032
3807,La Pintana,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35,M,0.00011254206565276382,0.0,0.0
3808,La Pintana,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40,F,3.17056578542501e-05,0.0,0.0
3809,La Pintana,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45,M,0.0,0.0,0.0
