,ComunaOrigen,ComunaDestino,tramo_dist,vehiculo_paciente,day_period,rango_edad,genero,day_week,freq
2742,El Bosque,Ñuñoa,"(17.424, 19.306]",Motocicleta,night,35.0,F,0,3.080145382862071e-05
2743,El Bosque,Ñuñoa,"(17.424, 19.306]",Otros,afternoon_peak,60.0,M,0,3.080145382862071e-05
2744,El Bosque,Ñuñoa,"(17.424, 19.306]",Otros,valley,25.0,F,0,3.080145382862071e-05
2745,El Monte,Cerrillos,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,55.0,F,0,3.080145382862071e-05
2746,El Monte,Cerrillos,"(29.941, 74.541]",Automóvil/Camioneta,valley,25.0,M,0,3.080145382862071e-05
2747,El Monte,Cerrillos,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,night,50.0,F,0,3.080145382862071e-05
2748,El Monte,Cerrillos,"(29.941, 74.541]",Otros,morning_peak,55.0,F,0,3.080145382862071e-05
2749,El Monte,El Monte,"(2.192, 3.354]",Automóvil/Camioneta,afternoon_peak,20.0,M,0,3.080145382862071e-05
2750,El Monte,El Monte,"(2.192, 3.354]",Automóvil/Camioneta,afternoon_peak,45.0,F,0,3.080145382862071e-05
2751,El Monte,El Monte,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,25.0,M,0,3.080145382862071e-05
2752,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,afternoon_peak,15.0,M,0,3.080145382862071e-05
2753,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,afternoon_peak,30.0,M,0,3.080145382862071e-05
2754,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,lunch,30.0,F,0,3.080145382862071e-05
2755,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,lunch,45.0,F,5,3.080145382862071e-05
2756,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,25.0,F,0,3.080145382862071e-05
2757,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,45.0,F,0,3.080145382862071e-05
2758,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,valley,30.0,F,5,3.080145382862071e-05
2759,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,valley,40.0,F,0,3.080145382862071e-05
2760,El Monte,El Monte,"(2.192, 3.354]",Bicicleta/Scooter,valley,50.0,F,0,3.080145382862071e-05
2761,El Monte,El Monte,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,55.0,F,0,3.080145382862071e-05
2762,El Monte,El Monte,"(2.192, 3.354]",Motocicleta,afternoon_peak,50.0,M,0,3.080145382862071e-05
2763,El Monte,El Monte,"(2.192, 3.354]",Motocicleta,afternoon_peak,75.0,M,0,3.080145382862071e-05
2764,El Monte,El Monte,"(2.192, 3.354]",Motocicleta,morning_peak,40.0,M,0,3.080145382862071e-05
2765,El Monte,El Monte,"(2.192, 3.354]",Motocicleta,valley,35.0,F,0,3.080145382862071e-05
2766,El Monte,Independencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,25.0,F,0,3.080145382862071e-05
2767,El Monte,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,45.0,M,0,3.080145382862071e-05
2768,El Monte,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,25.0,M,0,3.080145382862071e-05
2769,El Monte,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,valley,25.0,F,0,3.080145382862071e-05
2770,El Monte,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20.0,M,5,3.080145382862071e-05
2771,El Monte,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40.0,M,0,3.080145382862071e-05
2772,El Monte,Las Condes,"(29.941, 74.541]",Otros,morning_peak,40.0,M,5,3.080145382862071e-05
2773,El Monte,Maipú,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,45.0,M,0,3.080145382862071e-05
2774,El Monte,Maipú,"(29.941, 74.541]",Automóvil/Camioneta,night,45.0,M,0,3.080145382862071e-05
2775,El Monte,Maipú,"(29.941, 74.541]",Automóvil/Camioneta,valley,20.0,F,0,3.080145382862071e-05
2776,El Monte,Maipú,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55.0,F,0,3.080145382862071e-05
2777,El Monte,Maipú,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,50.0,M,0,3.080145382862071e-05
2778,El Monte,Maipú,"(29.941, 74.541]",Motocicleta,valley,20.0,M,0,3.080145382862071e-05
2779,El Monte,Maipú,"(29.941, 74.541]",Otros,valley,45.0,F,0,3.080145382862071e-05
2780,El Monte,Melipilla,"(19.306, 21.298]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20.0,M,0,3.080145382862071e-05
2781,El Monte,Padre Hurtado,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,F,0,3.080145382862071e-05
2782,El Monte,Peñaflor,"(17.424, 19.306]",Automóvil/Camioneta,valley,30.0,M,5,3.080145382862071e-05
2783,El Monte,Peñaflor,"(17.424, 19.306]",Motocicleta,morning_peak,25.0,M,0,3.080145382862071e-05
2784,El Monte,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,30.0,M,0,3.080145382862071e-05
2785,El Monte,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,30.0,M,0,3.080145382862071e-05
2786,El Monte,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,M,0,3.080145382862071e-05
2787,El Monte,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50.0,M,0,3.080145382862071e-05
2788,El Monte,Providencia,"(29.941, 74.541]",Motocicleta,afternoon_peak,25.0,M,0,3.080145382862071e-05
2789,El Monte,Providencia,"(29.941, 74.541]",Motocicleta,morning_peak,20.0,M,0,3.080145382862071e-05
2790,El Monte,Providencia,"(29.941, 74.541]",Motocicleta,valley,60.0,M,0,3.080145382862071e-05
2791,El Monte,Pudahuel,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,35.0,M,0,3.080145382862071e-05
2792,El Monte,Pudahuel,"(29.941, 74.541]",Motocicleta,morning_peak,25.0,M,0,3.080145382862071e-05
2793,El Monte,San Bernardo,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,night,55.0,F,0,3.080145382862071e-05
2794,El Monte,San Miguel,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,20.0,M,0,3.080145382862071e-05
2795,El Monte,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,25.0,M,0,3.080145382862071e-05
2796,El Monte,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,35.0,M,5,3.080145382862071e-05
2797,El Monte,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,20.0,M,0,3.080145382862071e-05
2798,El Monte,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,45.0,F,0,3.080145382862071e-05
2799,El Monte,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25.0,F,0,3.080145382862071e-05
2800,El Monte,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30.0,F,0,3.080145382862071e-05
2801,El Monte,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,F,0,3.080145382862071e-05
2802,El Monte,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40.0,F,0,3.080145382862071e-05
2803,El Monte,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,40.0,F,0,3.080145382862071e-05
2804,El Monte,Santiago,"(29.941, 74.541]",Motocicleta,morning_peak,25.0,M,0,3.080145382862071e-05
2805,El Monte,Talagante,"(6.333, 7.516]",Automóvil/Camioneta,morning_peak,30.0,F,6,3.080145382862071e-05
2806,El Monte,Talagante,"(6.333, 7.516]",Automóvil/Camioneta,night,35.0,M,0,3.080145382862071e-05
2807,El Monte,Talagante,"(6.333, 7.516]",Bicicleta/Scooter,lunch,25.0,M,0,3.080145382862071e-05
2808,El Monte,Talagante,"(6.333, 7.516]",Bicicleta/Scooter,morning_peak,50.0,F,0,3.080145382862071e-05
2809,El Monte,Talagante,"(6.333, 7.516]",Taxi/Colectivo,morning_peak,45.0,F,0,3.080145382862071e-05
2810,Estación Central,Cerrillos,"(4.089, 5.191]",Automóvil/Camioneta,afternoon_peak,20.0,F,0,3.080145382862071e-05
2811,Estación Central,Cerrillos,"(4.089, 5.191]",Automóvil/Camioneta,morning_peak,20.0,M,0,3.080145382862071e-05
2812,Estación Central,Cerrillos,"(4.089, 5.191]",Automóvil/Camioneta,morning_peak,30.0,F,0,3.080145382862071e-05
2813,Estación Central,Cerrillos,"(4.089, 5.191]",Automóvil/Camioneta,morning_peak,40.0,F,0,3.080145382862071e-05
2814,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,afternoon_peak,20.0,M,0,3.080145382862071e-05
2815,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,afternoon_peak,35.0,M,0,3.080145382862071e-05
2816,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,lunch,25.0,M,0,3.080145382862071e-05
2817,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,morning_peak,20.0,F,5,3.080145382862071e-05
2818,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,morning_peak,25.0,F,0,3.080145382862071e-05
2819,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,morning_peak,30.0,F,0,3.080145382862071e-05
2820,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,morning_peak,35.0,M,0,3.080145382862071e-05
2821,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,night,30.0,F,0,3.080145382862071e-05
2822,Estación Central,Cerrillos,"(4.089, 5.191]",Bicicleta/Scooter,valley,25.0,M,0,3.080145382862071e-05
2823,Estación Central,Cerrillos,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,lunch,20.0,F,0,3.080145382862071e-05
2824,Estación Central,Cerrillos,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20.0,F,0,3.080145382862071e-05
2825,Estación Central,Cerrillos,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45.0,M,0,3.080145382862071e-05
2826,Estación Central,Cerrillos,"(4.089, 5.191]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55.0,M,0,3.080145382862071e-05
2827,Estación Central,Cerrillos,"(4.089, 5.191]",Motocicleta,morning_peak,45.0,M,0,6.160290765724142e-05
2828,Estación Central,El Bosque,"(13.364, 14.993]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,30.0,M,0,3.080145382862071e-05
2829,Estación Central,El Bosque,"(13.364, 14.993]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20.0,M,0,3.080145382862071e-05
2830,Estación Central,El Bosque,"(13.364, 14.993]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55.0,M,0,3.080145382862071e-05
2831,Estación Central,El Bosque,"(13.364, 14.993]",Otros,morning_peak,35.0,M,0,3.080145382862071e-05
2832,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,lunch,30.0,F,0,3.080145382862071e-05
2833,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,lunch,30.0,M,0,3.080145382862071e-05
2834,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,lunch,50.0,F,0,3.080145382862071e-05
2835,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,lunch,60.0,M,0,3.080145382862071e-05
2836,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,20.0,F,0,6.160290765724142e-05
2837,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,25.0,F,0,6.160290765724142e-05
2838,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,35.0,F,0,3.080145382862071e-05
2839,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,40.0,F,0,3.080145382862071e-05
2840,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,45.0,M,0,3.080145382862071e-05
2841,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,50.0,F,0,3.080145382862071e-05
2842,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,50.0,M,0,3.080145382862071e-05
2843,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,morning_peak,60.0,M,0,3.080145382862071e-05
2844,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,night,45.0,M,0,3.080145382862071e-05
2845,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,valley,30.0,M,0,3.080145382862071e-05
2846,Estación Central,Estación Central,"(0.915, 2.192]",Automóvil/Camioneta,valley,50.0,F,0,3.080145382862071e-05
2847,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,afternoon_peak,20.0,M,0,6.160290765724142e-05
2848,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,afternoon_peak,25.0,M,0,3.080145382862071e-05
2849,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,afternoon_peak,30.0,M,0,9.240436148586214e-05
2850,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,afternoon_peak,35.0,M,0,6.160290765724142e-05
2851,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,afternoon_peak,40.0,M,0,3.080145382862071e-05
2852,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,afternoon_peak,45.0,M,0,6.160290765724142e-05
2853,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,afternoon_peak,65.0,M,0,6.160290765724142e-05
2854,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,lunch,35.0,M,0,3.080145382862071e-05
2855,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,lunch,45.0,M,0,6.160290765724142e-05
2856,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,15.0,F,0,3.080145382862071e-05
2857,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,20.0,F,0,3.080145382862071e-05
2858,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,20.0,M,0,3.080145382862071e-05
2859,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,25.0,F,0,6.160290765724142e-05
2860,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,25.0,M,0,3.080145382862071e-05
2861,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,30.0,F,0,3.080145382862071e-05
2862,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,30.0,M,0,0.00012320581531448285
2863,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,35.0,F,0,3.080145382862071e-05
2864,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,35.0,M,0,3.080145382862071e-05
2865,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,40.0,F,0,6.160290765724142e-05
2866,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,40.0,M,0,3.080145382862071e-05
2867,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,45.0,F,0,6.160290765724142e-05
2868,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,55.0,M,0,3.080145382862071e-05
2869,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,60.0,M,0,3.080145382862071e-05
2870,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,morning_peak,70.0,M,5,3.080145382862071e-05
2871,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,night,20.0,M,0,3.080145382862071e-05
2872,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,night,25.0,M,5,3.080145382862071e-05
2873,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,night,45.0,M,0,3.080145382862071e-05
2874,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,night,65.0,M,5,3.080145382862071e-05
2875,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,valley,25.0,F,6,3.080145382862071e-05
2876,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,valley,30.0,M,0,3.080145382862071e-05
2877,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,valley,40.0,F,0,3.080145382862071e-05
2878,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,valley,50.0,M,0,6.160290765724142e-05
2879,Estación Central,Estación Central,"(0.915, 2.192]",Bicicleta/Scooter,valley,55.0,M,0,3.080145382862071e-05
2880,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,60.0,F,0,3.080145382862071e-05
2881,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,lunch,40.0,M,0,3.080145382862071e-05
2882,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25.0,F,0,6.160290765724142e-05
2883,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25.0,M,0,3.080145382862071e-05
2884,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,F,0,3.080145382862071e-05
2885,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55.0,F,0,3.080145382862071e-05
2886,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,55.0,M,0,3.080145382862071e-05
2887,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,night,45.0,M,6,3.080145382862071e-05
2888,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,25.0,F,0,3.080145382862071e-05
2889,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,45.0,F,0,3.080145382862071e-05
2890,Estación Central,Estación Central,"(0.915, 2.192]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,55.0,M,0,3.080145382862071e-05
2891,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,afternoon_peak,25.0,M,0,3.080145382862071e-05
2892,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,afternoon_peak,30.0,M,0,6.160290765724142e-05
2893,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,afternoon_peak,40.0,M,0,6.160290765724142e-05
2894,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,lunch,25.0,F,0,3.080145382862071e-05
2895,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,lunch,30.0,M,0,3.080145382862071e-05
2896,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,morning_peak,20.0,M,0,3.080145382862071e-05
2897,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,morning_peak,30.0,M,0,3.080145382862071e-05
2898,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,morning_peak,40.0,M,0,3.080145382862071e-05
2899,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,morning_peak,45.0,M,0,3.080145382862071e-05
2900,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,morning_peak,50.0,F,0,3.080145382862071e-05
2901,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,night,60.0,M,0,3.080145382862071e-05
2902,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,valley,25.0,F,0,3.080145382862071e-05
2903,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,valley,25.0,M,0,3.080145382862071e-05
2904,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,valley,45.0,F,0,3.080145382862071e-05
2905,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,valley,45.0,M,0,3.080145382862071e-05
2906,Estación Central,Estación Central,"(0.915, 2.192]",Motocicleta,valley,50.0,M,0,3.080145382862071e-05
2907,Estación Central,Estación Central,"(0.915, 2.192]",Otros,afternoon_peak,25.0,M,0,3.080145382862071e-05
2908,Estación Central,Estación Central,"(0.915, 2.192]",Otros,afternoon_peak,35.0,M,0,3.080145382862071e-05
2909,Estación Central,Estación Central,"(0.915, 2.192]",Otros,afternoon_peak,40.0,F,5,3.080145382862071e-05
2910,Estación Central,Estación Central,"(0.915, 2.192]",Otros,afternoon_peak,55.0,F,0,3.080145382862071e-05
2911,Estación Central,Estación Central,"(0.915, 2.192]",Otros,morning_peak,20.0,M,0,3.080145382862071e-05
2912,Estación Central,Estación Central,"(0.915, 2.192]",Otros,morning_peak,30.0,M,0,3.080145382862071e-05
2913,Estación Central,Estación Central,"(0.915, 2.192]",Otros,night,25.0,M,5,3.080145382862071e-05
2914,Estación Central,Estación Central,"(0.915, 2.192]",Otros,valley,30.0,F,0,3.080145382862071e-05
2915,Estación Central,Estación Central,"(0.915, 2.192]",Otros,valley,35.0,F,0,3.080145382862071e-05
2916,Estación Central,Estación Central,"(0.915, 2.192]",Otros,valley,60.0,F,0,3.080145382862071e-05
2917,Estación Central,Estación Central,"(0.915, 2.192]",Taxi/Colectivo,morning_peak,25.0,F,0,3.080145382862071e-05
2918,Estación Central,Huechuraba,"(14.993, 16.481]",Automóvil/Camioneta,lunch,25.0,M,0,3.080145382862071e-05
2919,Estación Central,Huechuraba,"(14.993, 16.481]",Automóvil/Camioneta,lunch,25.0,M,6,3.080145382862071e-05
2920,Estación Central,Huechuraba,"(14.993, 16.481]",Automóvil/Camioneta,morning_peak,25.0,M,0,3.080145382862071e-05
2921,Estación Central,Huechuraba,"(14.993, 16.481]",Automóvil/Camioneta,morning_peak,25.0,M,5,6.160290765724142e-05
2922,Estación Central,Huechuraba,"(14.993, 16.481]",Automóvil/Camioneta,morning_peak,30.0,F,0,6.160290765724142e-05
2923,Estación Central,Huechuraba,"(14.993, 16.481]",Automóvil/Camioneta,morning_peak,55.0,M,0,3.080145382862071e-05
2924,Estación Central,Huechuraba,"(14.993, 16.481]",Bicicleta/Scooter,afternoon_peak,25.0,F,0,3.080145382862071e-05
2925,Estación Central,Huechuraba,"(14.993, 16.481]",Bicicleta/Scooter,afternoon_peak,25.0,M,0,3.080145382862071e-05
2926,Estación Central,Huechuraba,"(14.993, 16.481]",Bicicleta/Scooter,afternoon_peak,30.0,F,0,3.080145382862071e-05
2927,Estación Central,Huechuraba,"(14.993, 16.481]",Bicicleta/Scooter,afternoon_peak,35.0,M,0,3.080145382862071e-05
2928,Estación Central,Huechuraba,"(14.993, 16.481]",Bicicleta/Scooter,morning_peak,20.0,M,0,3.080145382862071e-05
2929,Estación Central,Huechuraba,"(14.993, 16.481]",Bicicleta/Scooter,morning_peak,35.0,M,0,3.080145382862071e-05
2930,Estación Central,Huechuraba,"(14.993, 16.481]",Bicicleta/Scooter,morning_peak,40.0,F,0,3.080145382862071e-05
2931,Estación Central,Huechuraba,"(14.993, 16.481]",Bicicleta/Scooter,morning_peak,55.0,M,0,3.080145382862071e-05
2932,Estación Central,Huechuraba,"(14.993, 16.481]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,25.0,F,0,3.080145382862071e-05
2933,Estación Central,Huechuraba,"(14.993, 16.481]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,lunch,50.0,F,5,3.080145382862071e-05
2934,Estación Central,Huechuraba,"(14.993, 16.481]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20.0,F,0,3.080145382862071e-05
2935,Estación Central,Huechuraba,"(14.993, 16.481]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25.0,F,0,6.160290765724142e-05
2936,Estación Central,Huechuraba,"(14.993, 16.481]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30.0,M,0,3.080145382862071e-05
2937,Estación Central,Huechuraba,"(14.993, 16.481]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,F,0,3.080145382862071e-05
2938,Estación Central,Huechuraba,"(14.993, 16.481]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,30.0,F,0,3.080145382862071e-05
2939,Estación Central,Huechuraba,"(14.993, 16.481]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,35.0,F,0,3.080145382862071e-05
2940,Estación Central,Huechuraba,"(14.993, 16.481]",Motocicleta,afternoon_peak,30.0,M,0,3.080145382862071e-05
2941,Estación Central,Huechuraba,"(14.993, 16.481]",Motocicleta,lunch,25.0,M,0,3.080145382862071e-05
2942,Estación Central,Huechuraba,"(14.993, 16.481]",Motocicleta,morning_peak,25.0,M,5,3.080145382862071e-05
2943,Estación Central,Huechuraba,"(14.993, 16.481]",Motocicleta,morning_peak,30.0,M,0,3.080145382862071e-05
2944,Estación Central,Huechuraba,"(14.993, 16.481]",Motocicleta,morning_peak,35.0,F,0,3.080145382862071e-05
2945,Estación Central,Huechuraba,"(14.993, 16.481]",Motocicleta,morning_peak,45.0,F,5,3.080145382862071e-05
2946,Estación Central,Huechuraba,"(14.993, 16.481]",Motocicleta,valley,30.0,M,0,3.080145382862071e-05
2947,Estación Central,Huechuraba,"(14.993, 16.481]",Motocicleta,valley,35.0,M,0,3.080145382862071e-05
2948,Estación Central,Huechuraba,"(14.993, 16.481]",Otros,afternoon_peak,45.0,M,0,3.080145382862071e-05
2949,Estación Central,Huechuraba,"(14.993, 16.481]",Otros,morning_peak,20.0,M,0,3.080145382862071e-05
2950,Estación Central,Independencia,"(7.516, 9.335]",Automóvil/Camioneta,morning_peak,30.0,F,0,3.080145382862071e-05
2951,Estación Central,Independencia,"(7.516, 9.335]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,60.0,M,0,3.080145382862071e-05
2952,Estación Central,La Cisterna,"(11.849, 13.364]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,30.0,M,5,3.080145382862071e-05
2953,Estación Central,La Cisterna,"(11.849, 13.364]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,55.0,F,0,3.080145382862071e-05
2954,Estación Central,La Cisterna,"(11.849, 13.364]",Motocicleta,afternoon_peak,25.0,M,0,3.080145382862071e-05
