,ComunaOrigen,ComunaDestino,tramo_dist,vehiculo_paciente,day_period,rango_edad,genero,day_week,freq
0,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,afternoon_peak,25.0,M,0,3.080145382862071e-05
1,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,afternoon_peak,35.0,F,0,6.160290765724142e-05
2,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,afternoon_peak,50.0,F,0,3.080145382862071e-05
3,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,afternoon_peak,50.0,M,0,6.160290765724142e-05
4,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,20.0,F,0,6.160290765724142e-05
5,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,25.0,M,0,0.00012320581531448285
6,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,30.0,F,0,3.080145382862071e-05
7,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,30.0,M,0,3.080145382862071e-05
8,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,50.0,F,0,3.080145382862071e-05
9,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,50.0,M,0,3.080145382862071e-05
10,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,night,20.0,M,5,3.080145382862071e-05
11,Buin,Buin,"(2.192, 3.354]",Automóvil/Camioneta,valley,20.0,M,5,3.080145382862071e-05
12,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,afternoon_peak,50.0,M,0,6.160290765724142e-05
13,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,afternoon_peak,60.0,M,0,3.080145382862071e-05
14,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,20.0,F,0,3.080145382862071e-05
15,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,20.0,M,0,6.160290765724142e-05
16,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,25.0,F,0,3.080145382862071e-05
17,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,25.0,M,0,0.0002464116306289657
18,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,30.0,F,0,6.160290765724142e-05
19,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,30.0,M,0,3.080145382862071e-05
20,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,35.0,F,0,6.160290765724142e-05
21,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,45.0,F,0,3.080145382862071e-05
22,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,45.0,M,0,6.160290765724142e-05
23,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,50.0,M,0,0.00012320581531448285
24,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,55.0,M,0,3.080145382862071e-05
25,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,night,55.0,M,6,3.080145382862071e-05
26,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,valley,20.0,M,6,3.080145382862071e-05
27,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,valley,25.0,M,0,3.080145382862071e-05
28,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,valley,30.0,F,0,3.080145382862071e-05
29,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,valley,35.0,M,0,6.160290765724142e-05
30,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,valley,40.0,F,0,3.080145382862071e-05
31,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,valley,55.0,M,0,3.080145382862071e-05
32,Buin,Buin,"(2.192, 3.354]",Bicicleta/Scooter,valley,60.0,M,0,3.080145382862071e-05
33,Buin,Buin,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30.0,M,0,3.080145382862071e-05
34,Buin,Buin,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,F,0,3.080145382862071e-05
35,Buin,Buin,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,M,0,3.080145382862071e-05
36,Buin,Buin,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,30.0,M,0,3.080145382862071e-05
37,Buin,Buin,"(2.192, 3.354]",Motocicleta,morning_peak,25.0,M,0,6.160290765724142e-05
38,Buin,Buin,"(2.192, 3.354]",Motocicleta,morning_peak,30.0,F,0,3.080145382862071e-05
39,Buin,Buin,"(2.192, 3.354]",Motocicleta,morning_peak,30.0,M,0,3.080145382862071e-05
40,Buin,Buin,"(2.192, 3.354]",Motocicleta,morning_peak,55.0,M,0,3.080145382862071e-05
41,Buin,Buin,"(2.192, 3.354]",Motocicleta,valley,30.0,F,0,3.080145382862071e-05
42,Buin,Buin,"(2.192, 3.354]",Otros,morning_peak,15.0,M,0,3.080145382862071e-05
43,Buin,Buin,"(2.192, 3.354]",Otros,morning_peak,40.0,M,0,3.080145382862071e-05
44,Buin,Buin,"(2.192, 3.354]",Otros,night,35.0,F,5,3.080145382862071e-05
45,Buin,Buin,"(2.192, 3.354]",Otros,valley,30.0,F,0,3.080145382862071e-05
46,Buin,Buin,"(2.192, 3.354]",Taxi/Colectivo,morning_peak,30.0,M,5,3.080145382862071e-05
47,Buin,El Bosque,"(21.298, 23.366]",Automóvil/Camioneta,afternoon_peak,35.0,F,0,3.080145382862071e-05
48,Buin,El Bosque,"(21.298, 23.366]",Automóvil/Camioneta,morning_peak,30.0,F,0,3.080145382862071e-05
49,Buin,El Bosque,"(21.298, 23.366]",Automóvil/Camioneta,morning_peak,35.0,M,0,3.080145382862071e-05
50,Buin,El Bosque,"(21.298, 23.366]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,50.0,F,0,3.080145382862071e-05
51,Buin,El Bosque,"(21.298, 23.366]",Motocicleta,morning_peak,30.0,M,0,3.080145382862071e-05
52,Buin,El Bosque,"(21.298, 23.366]",Motocicleta,morning_peak,35.0,M,0,3.080145382862071e-05
53,Buin,El Bosque,"(21.298, 23.366]",Otros,morning_peak,35.0,M,0,3.080145382862071e-05
54,Buin,Estación Central,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,35.0,M,0,3.080145382862071e-05
55,Buin,Estación Central,"(29.941, 74.541]",Automóvil/Camioneta,night,25.0,M,0,3.080145382862071e-05
56,Buin,Estación Central,"(29.941, 74.541]",Motocicleta,morning_peak,25.0,M,0,3.080145382862071e-05
57,Buin,Estación Central,"(29.941, 74.541]",Otros,morning_peak,30.0,M,0,3.080145382862071e-05
58,Buin,Estación Central,"(29.941, 74.541]",Taxi/Colectivo,morning_peak,50.0,F,0,3.080145382862071e-05
59,Buin,Isla de Maipo,"(14.993, 16.481]",Bicicleta/Scooter,morning_peak,35.0,M,0,3.080145382862071e-05
60,Buin,La Cisterna,"(25.607, 29.941]",Automóvil/Camioneta,morning_peak,25.0,M,0,3.080145382862071e-05
61,Buin,La Cisterna,"(25.607, 29.941]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50.0,F,0,3.080145382862071e-05
62,Buin,La Pintana,"(17.424, 19.306]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,30.0,F,0,3.080145382862071e-05
63,Buin,La Pintana,"(17.424, 19.306]",Motocicleta,morning_peak,30.0,M,0,3.080145382862071e-05
64,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,20.0,M,0,3.080145382862071e-05
65,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,35.0,M,0,3.080145382862071e-05
66,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,40.0,M,0,3.080145382862071e-05
67,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,50.0,F,0,3.080145382862071e-05
68,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,lunch,25.0,F,0,3.080145382862071e-05
69,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,lunch,30.0,M,0,3.080145382862071e-05
70,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,20.0,M,0,3.080145382862071e-05
71,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,25.0,M,0,3.080145382862071e-05
72,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,30.0,M,0,3.080145382862071e-05
73,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,40.0,F,0,3.080145382862071e-05
74,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,valley,30.0,F,0,3.080145382862071e-05
75,Buin,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,valley,35.0,M,0,3.080145382862071e-05
76,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,afternoon_peak,25.0,M,0,6.160290765724142e-05
77,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,afternoon_peak,40.0,M,0,3.080145382862071e-05
78,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,afternoon_peak,45.0,M,0,3.080145382862071e-05
79,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,20.0,M,0,3.080145382862071e-05
80,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,25.0,F,0,3.080145382862071e-05
81,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,25.0,M,0,3.080145382862071e-05
82,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,35.0,F,0,3.080145382862071e-05
83,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,40.0,M,0,3.080145382862071e-05
84,Buin,Las Condes,"(29.941, 74.541]",Bicicleta/Scooter,valley,15.0,M,0,3.080145382862071e-05
85,Buin,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,55.0,M,0,3.080145382862071e-05
86,Buin,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40.0,F,0,3.080145382862071e-05
87,Buin,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,20.0,F,0,3.080145382862071e-05
88,Buin,Las Condes,"(29.941, 74.541]",Motocicleta,afternoon_peak,25.0,M,0,3.080145382862071e-05
89,Buin,Las Condes,"(29.941, 74.541]",Motocicleta,morning_peak,15.0,M,0,3.080145382862071e-05
90,Buin,Las Condes,"(29.941, 74.541]",Motocicleta,night,25.0,M,0,3.080145382862071e-05
91,Buin,Las Condes,"(29.941, 74.541]",Taxi/Colectivo,morning_peak,30.0,F,0,3.080145382862071e-05
92,Buin,Padre Hurtado,"(21.298, 23.366]",Motocicleta,afternoon_peak,55.0,M,0,3.080145382862071e-05
93,Buin,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,lunch,25.0,F,0,3.080145382862071e-05
94,Buin,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,lunch,35.0,M,0,3.080145382862071e-05
95,Buin,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,25.0,M,0,3.080145382862071e-05
96,Buin,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,40.0,F,0,3.080145382862071e-05
97,Buin,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,50.0,F,0,3.080145382862071e-05
98,Buin,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,55.0,M,0,3.080145382862071e-05
99,Buin,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,valley,30.0,F,0,6.160290765724142e-05
100,Buin,Providencia,"(29.941, 74.541]",Bicicleta/Scooter,afternoon_peak,15.0,M,0,3.080145382862071e-05
101,Buin,Providencia,"(29.941, 74.541]",Bicicleta/Scooter,lunch,30.0,M,6,3.080145382862071e-05
102,Buin,Providencia,"(29.941, 74.541]",Bicicleta/Scooter,valley,45.0,M,0,3.080145382862071e-05
103,Buin,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25.0,F,0,3.080145382862071e-05
104,Buin,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25.0,F,5,3.080145382862071e-05
105,Buin,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30.0,M,0,3.080145382862071e-05
106,Buin,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,M,5,3.080145382862071e-05
107,Buin,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,night,30.0,M,0,3.080145382862071e-05
108,Buin,Providencia,"(29.941, 74.541]",Motocicleta,afternoon_peak,30.0,M,0,3.080145382862071e-05
109,Buin,Providencia,"(29.941, 74.541]",Otros,afternoon_peak,20.0,M,0,3.080145382862071e-05
110,Buin,Providencia,"(29.941, 74.541]",Otros,morning_peak,30.0,M,0,3.080145382862071e-05
111,Buin,San Bernardo,"(16.481, 17.424]",Automóvil/Camioneta,afternoon_peak,65.0,M,0,3.080145382862071e-05
112,Buin,San Bernardo,"(16.481, 17.424]",Automóvil/Camioneta,morning_peak,25.0,F,0,3.080145382862071e-05
113,Buin,San Bernardo,"(16.481, 17.424]",Automóvil/Camioneta,morning_peak,30.0,F,0,3.080145382862071e-05
114,Buin,San Bernardo,"(16.481, 17.424]",Automóvil/Camioneta,morning_peak,30.0,M,0,6.160290765724142e-05
115,Buin,San Bernardo,"(16.481, 17.424]",Automóvil/Camioneta,morning_peak,40.0,M,0,3.080145382862071e-05
116,Buin,San Bernardo,"(16.481, 17.424]",Automóvil/Camioneta,morning_peak,45.0,M,0,3.080145382862071e-05
117,Buin,San Bernardo,"(16.481, 17.424]",Automóvil/Camioneta,night,15.0,F,5,3.080145382862071e-05
118,Buin,San Bernardo,"(16.481, 17.424]",Automóvil/Camioneta,night,30.0,M,0,3.080145382862071e-05
119,Buin,San Bernardo,"(16.481, 17.424]",Bicicleta/Scooter,morning_peak,50.0,M,0,3.080145382862071e-05
120,Buin,San Bernardo,"(16.481, 17.424]",Bicicleta/Scooter,valley,25.0,F,0,3.080145382862071e-05
121,Buin,San Bernardo,"(16.481, 17.424]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20.0,M,0,3.080145382862071e-05
122,Buin,San Bernardo,"(16.481, 17.424]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,30.0,F,0,3.080145382862071e-05
123,Buin,San Bernardo,"(16.481, 17.424]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,30.0,F,5,3.080145382862071e-05
124,Buin,San Bernardo,"(16.481, 17.424]",Motocicleta,lunch,30.0,M,0,3.080145382862071e-05
125,Buin,San Bernardo,"(16.481, 17.424]",Motocicleta,morning_peak,20.0,M,0,3.080145382862071e-05
126,Buin,San Bernardo,"(16.481, 17.424]",Motocicleta,night,25.0,M,0,3.080145382862071e-05
127,Buin,San Miguel,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,25.0,F,0,3.080145382862071e-05
128,Buin,San Miguel,"(29.941, 74.541]",Motocicleta,morning_peak,30.0,M,0,3.080145382862071e-05
129,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,30.0,F,0,3.080145382862071e-05
130,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,55.0,F,0,3.080145382862071e-05
131,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,lunch,35.0,M,0,3.080145382862071e-05
132,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,lunch,50.0,M,0,3.080145382862071e-05
133,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,20.0,F,0,3.080145382862071e-05
134,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,25.0,F,0,3.080145382862071e-05
135,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,25.0,M,0,6.160290765724142e-05
136,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,30.0,F,0,6.160290765724142e-05
137,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,30.0,M,0,3.080145382862071e-05
138,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,35.0,F,0,9.240436148586214e-05
139,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,35.0,M,6,3.080145382862071e-05
140,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,40.0,M,0,6.160290765724142e-05
141,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,45.0,F,0,3.080145382862071e-05
142,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,50.0,F,0,6.160290765724142e-05
143,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,50.0,M,0,3.080145382862071e-05
144,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,60.0,F,0,3.080145382862071e-05
145,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,valley,30.0,F,0,6.160290765724142e-05
146,Buin,Santiago,"(29.941, 74.541]",Automóvil/Camioneta,valley,35.0,M,0,3.080145382862071e-05
147,Buin,Santiago,"(29.941, 74.541]",Bicicleta/Scooter,afternoon_peak,25.0,F,0,3.080145382862071e-05
148,Buin,Santiago,"(29.941, 74.541]",Bicicleta/Scooter,afternoon_peak,35.0,F,0,3.080145382862071e-05
149,Buin,Santiago,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,20.0,M,0,6.160290765724142e-05
150,Buin,Santiago,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,25.0,F,0,3.080145382862071e-05
151,Buin,Santiago,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,30.0,M,0,6.160290765724142e-05
152,Buin,Santiago,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,55.0,M,0,3.080145382862071e-05
153,Buin,Santiago,"(29.941, 74.541]",Bicicleta/Scooter,morning_peak,65.0,M,0,6.160290765724142e-05
154,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,30.0,F,0,3.080145382862071e-05
155,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20.0,M,0,3.080145382862071e-05
156,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,25.0,F,0,3.080145382862071e-05
157,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,F,0,6.160290765724142e-05
158,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,35.0,M,0,3.080145382862071e-05
159,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,40.0,F,0,3.080145382862071e-05
160,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,50.0,F,0,3.080145382862071e-05
161,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,60.0,M,0,3.080145382862071e-05
162,Buin,Santiago,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,30.0,F,0,3.080145382862071e-05
163,Buin,Santiago,"(29.941, 74.541]",Motocicleta,morning_peak,25.0,M,0,6.160290765724142e-05
164,Buin,Santiago,"(29.941, 74.541]",Motocicleta,morning_peak,30.0,F,0,3.080145382862071e-05
165,Buin,Santiago,"(29.941, 74.541]",Motocicleta,morning_peak,30.0,M,5,3.080145382862071e-05
166,Buin,Santiago,"(29.941, 74.541]",Otros,morning_peak,25.0,F,0,3.080145382862071e-05
167,Buin,Santiago,"(29.941, 74.541]",Otros,morning_peak,25.0,M,0,3.080145382862071e-05
168,Buin,Santiago,"(29.941, 74.541]",Otros,morning_peak,35.0,M,0,6.160290765724142e-05
169,Buin,Santiago,"(29.941, 74.541]",Taxi/Colectivo,afternoon_peak,30.0,M,0,3.080145382862071e-05
170,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Automóvil/Camioneta,lunch,15.0,M,0,3.080145382862071e-05
171,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Automóvil/Camioneta,lunch,35.0,M,0,3.080145382862071e-05
172,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Automóvil/Camioneta,morning_peak,50.0,M,0,3.080145382862071e-05
173,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Automóvil/Camioneta,valley,20.0,M,0,3.080145382862071e-05
174,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,afternoon_peak,25.0,M,5,3.080145382862071e-05
175,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,lunch,30.0,F,0,3.080145382862071e-05
176,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,lunch,35.0,M,0,3.080145382862071e-05
177,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,lunch,45.0,M,0,3.080145382862071e-05
178,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,20.0,F,0,3.080145382862071e-05
179,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,35.0,M,0,3.080145382862071e-05
180,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,40.0,F,0,3.080145382862071e-05
181,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,40.0,M,0,3.080145382862071e-05
182,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,45.0,M,0,3.080145382862071e-05
183,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,morning_peak,50.0,F,5,3.080145382862071e-05
184,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Bicicleta/Scooter,valley,45.0,M,0,3.080145382862071e-05
185,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,45.0,M,0,3.080145382862071e-05
186,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,55.0,F,0,3.080145382862071e-05
187,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Motocicleta,morning_peak,20.0,M,0,3.080145382862071e-05
188,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Motocicleta,morning_peak,30.0,M,0,3.080145382862071e-05
189,Calera de Tango,Calera de Tango,"(2.192, 3.354]",Otros,night,20.0,M,0,3.080145382862071e-05
190,Calera de Tango,Cerrillos,"(19.306, 21.298]",Motocicleta,valley,20.0,F,0,3.080145382862071e-05
191,Calera de Tango,Estación Central,"(25.607, 29.941]",Automóvil/Camioneta,morning_peak,45.0,M,0,3.080145382862071e-05
192,Calera de Tango,Estación Central,"(25.607, 29.941]",Automóvil/Camioneta,morning_peak,55.0,F,0,3.080145382862071e-05
193,Calera de Tango,Estación Central,"(25.607, 29.941]",Otros,afternoon_peak,30.0,F,0,3.080145382862071e-05
194,Calera de Tango,Isla de Maipo,"(25.607, 29.941]",Automóvil/Camioneta,morning_peak,35.0,F,0,3.080145382862071e-05
195,Calera de Tango,La Cisterna,"(19.306, 21.298]",Motocicleta,afternoon_peak,40.0,F,0,3.080145382862071e-05
196,Calera de Tango,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,40.0,F,0,3.080145382862071e-05
197,Calera de Tango,Las Condes,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,50.0,M,0,3.080145382862071e-05
198,Calera de Tango,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,20.0,F,0,3.080145382862071e-05
199,Calera de Tango,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30.0,F,0,3.080145382862071e-05
200,Calera de Tango,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,25.0,F,0,3.080145382862071e-05
201,Calera de Tango,Las Condes,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,50.0,F,0,3.080145382862071e-05
202,Calera de Tango,Las Condes,"(29.941, 74.541]",Otros,afternoon_peak,25.0,F,0,3.080145382862071e-05
203,Calera de Tango,Las Condes,"(29.941, 74.541]",Otros,morning_peak,25.0,M,0,3.080145382862071e-05
204,Calera de Tango,Las Condes,"(29.941, 74.541]",Taxi/Colectivo,morning_peak,25.0,F,0,3.080145382862071e-05
205,Calera de Tango,Lo Espejo,"(21.298, 23.366]",Automóvil/Camioneta,morning_peak,30.0,F,0,3.080145382862071e-05
206,Calera de Tango,Lo Espejo,"(21.298, 23.366]",Automóvil/Camioneta,morning_peak,30.0,M,0,3.080145382862071e-05
207,Calera de Tango,Macul,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,15.0,F,0,3.080145382862071e-05
208,Calera de Tango,Maipú,"(11.147, 11.849]",Automóvil/Camioneta,morning_peak,40.0,M,5,3.080145382862071e-05
209,Calera de Tango,Maipú,"(11.147, 11.849]",Bicicleta/Scooter,morning_peak,30.0,M,0,3.080145382862071e-05
210,Calera de Tango,Maipú,"(11.147, 11.849]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,35.0,M,0,3.080145382862071e-05
211,Calera de Tango,Maipú,"(11.147, 11.849]",Motocicleta,morning_peak,20.0,M,0,3.080145382862071e-05
212,Calera de Tango,Maipú,"(11.147, 11.849]",Motocicleta,morning_peak,25.0,M,0,3.080145382862071e-05
213,Calera de Tango,Padre Hurtado,"(6.333, 7.516]",Motocicleta,morning_peak,15.0,M,0,3.080145382862071e-05
214,Calera de Tango,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,afternoon_peak,30.0,M,0,3.080145382862071e-05
215,Calera de Tango,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,20.0,F,0,3.080145382862071e-05
216,Calera de Tango,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,25.0,M,0,3.080145382862071e-05
217,Calera de Tango,Providencia,"(29.941, 74.541]",Automóvil/Camioneta,morning_peak,30.0,M,0,3.080145382862071e-05
218,Calera de Tango,Providencia,"(29.941, 74.541]",Bicicleta/Scooter,valley,40.0,M,0,3.080145382862071e-05
219,Calera de Tango,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,afternoon_peak,25.0,F,0,3.080145382862071e-05
220,Calera de Tango,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,morning_peak,30.0,M,0,3.080145382862071e-05
221,Calera de Tango,Providencia,"(29.941, 74.541]",Microbus/Bus/Furgón/Tren/Metro/Metrotren,valley,40.0,F,0,3.080145382862071e-05
